sentence_id,paper_id
40845,730
71829,730
54689,731
70219,732
70247,732
70251,732
70282,732
23186,735
23218,735
17696,736
17699,736
17728,736
17732,736
6984,739
74835,739
74846,739
74935,739
75228,739
12743,741
18883,741
18920,741
55554,741
55578,741
55620,741
57789,741
57830,741
57921,741
52219,743
739,744
13961,744
80670,744
18899,745
1834,749
1929,749
35949,750
76791,750
9079,755
9088,755
9089,755
9093,755
9141,755
9145,755
45440,757
45893,757
49374,757
49461,757
49483,757
27273,759
49806,759
54666,759
78299,759
78301,759
6248,762
6256,762
6494,762
6503,762
61486,763
61591,763
75638,763
60435,764
60490,764
60491,764
60592,764
60593,764
60605,764
21451,767
21493,767
71387,767
2241,769
11578,769
24104,773
58596,773
3608,774
3648,774
3652,774
8661,774
8668,774
39877,774
19139,775
39573,775
39615,775
50812,777
50815,777
50816,777
50836,777
50837,777
50838,777
50847,777
50849,777
50862,777
50864,777
50867,777
50868,777
50874,777
50879,777
50880,777
50883,777
50884,777
50885,777
50886,777
72213,778
72270,778
28616,780
28633,780
28738,780
28784,780
28795,780
29146,780
29159,780
27140,784
78320,784
66547,788
66554,788
37281,800
21388,807
21398,807
21412,807
21431,807
21460,807
21464,807
21499,807
21503,807
21512,807
21545,807
45248,807
70340,811
70395,811
70420,811
70427,811
70498,811
70556,811
70562,811
70565,811
70577,811
70598,811
7086,815
7095,815
7099,815
7123,815
58157,818
70323,818
70382,818
14198,820
14203,820
14204,820
14207,820
14247,820
14248,820
14261,820
14298,820
14299,820
14328,820
14378,820
69005,820
75822,823
75825,823
21634,830
44351,830
29142,836
36221,836
3417,837
3421,837
18601,837
32929,837
61794,838
61814,838
65429,842
65571,842
65578,842
76163,842
65567,843
65633,843
65635,843
16036,844
49502,844
18718,845
36325,846
37501,846
37534,846
37547,846
37558,846
26628,848
26631,848
26634,848
26651,848
26652,848
26659,848
26671,848
26678,848
26691,848
26696,848
26706,848
32523,854
4803,855
11404,860
4933,868
14561,868
62353,869
62377,869
62395,869
62410,869
62437,869
62458,869
62463,869
14948,870
23561,874
23569,874
23592,874
23596,874
23669,874
23671,874
23702,874
23707,874
8912,877
8913,877
32791,877
68548,877
68550,877
7092,879
7098,879
7118,879
7125,879
45022,879
45081,879
61348,879
67982,879
44462,882
11521,884
11523,884
14587,884
35815,884
35820,884
76153,891
4672,892
8690,892
37639,892
40849,892
37565,899
37580,899
70662,899
70683,899
70759,899
18374,901
18440,901
18444,901
18494,901
18501,901
18515,901
39330,901
39348,901
39357,901
39383,901
39393,901
39410,901
39420,901
39425,901
39427,901
39428,901
39485,901
39530,901
39531,901
39650,901
9955,906
10058,906
10116,906
79139,906
79142,906
79148,906
15786,909
15841,909
15852,909
15898,909
15899,909
15900,909
15954,909
41765,915
41775,915
41805,915
41813,915
58230,915
63681,915
36239,918
37585,918
69927,918
49636,921
58168,924
58232,924
60077,924
24077,927
42997,929
19652,932
19688,932
19692,932
19697,932
42629,935
42704,935
32216,938
14246,942
40973,942
41063,942
43473,942
62318,942
62339,942
7565,952
7571,952
7597,952
7609,952
7638,952
7645,952
7647,952
7684,952
7740,952
8512,952
8544,952
8545,952
8662,952
8667,952
8703,952
39861,952
65958,952
65979,952
66014,952
43376,953
42333,958
14571,959
25555,961
25558,961
25560,961
25595,961
25606,961
25630,961
25635,961
25643,961
25655,961
47477,967
38234,979
48812,979
67959,981
68006,981
68061,981
68071,981
58952,987
30010,988
21630,989
21683,989
62321,989
40814,992
9681,993
9687,993
9755,993
63528,996
62567,997
48674,998
48725,998
48779,998
65275,999
23625,1011
23670,1011
23677,1011
15075,1020
24899,1031
27642,1032
49604,1033
49626,1033
49633,1033
14997,1037
38229,1037
38293,1037
48787,1037
48810,1037
8531,1042
8633,1042
74050,1062
11525,1066
53443,1074
53487,1074
53490,1074
53494,1074
53495,1074
